,ep,explo,year,biomass_g,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
331,AEG32,ALB,2019,54.5,597.0,965.0,961.0,3638.0,3504.0,1536.0,2893.0,3276.0,2708.0,1477.0
332,AEG33,ALB,2019,15.5,468.0,823.5,695.0,3707.0,3548.0,1395.0,2903.0,3339.5,2657.5,1362.5
333,AEG34,ALB,2019,36.5,428.5,808.5,563.5,4220.5,4049.5,1383.5,3366.0,3857.5,2430.5,1202.5
334,AEG35,ALB,2019,202.5,293.0,606.0,299.0,5076.0,4855.0,967.0,3635.0,4700.0,1731.0,766.0
335,AEG36,ALB,2019,170.5,302.0,619.0,330.0,4398.0,4226.0,1005.0,3327.0,4082.0,1650.0,734.0
336,AEG37,ALB,2019,284.5,313.0,655.0,348.0,5253.0,5162.0,1044.0,3847.0,4892.0,1912.0,839.0
337,AEG38,ALB,2019,93.5,345.0,622.0,467.0,3495.0,3421.0,1050.0,2676.0,3188.0,1968.0,1061.0
338,AEG39,ALB,2019,308.0,342.0,679.0,381.0,5158.0,5030.0,1094.0,3816.0,4800.0,2018.0,912.0
339,AEG40,ALB,2019,184.5,337.5,693.5,431.0,4068.5,3936.0,1140.5,3226.5,3755.5,1856.5,881.0
340,AEG41,ALB,2019,247.5,321.5,652.0,411.5,4536.5,4385.5,1058.5,3424.5,4206.0,1852.0,871.0
341,AEG42,ALB,2019,186.0,354.0,754.0,465.0,4553.0,4408.0,1235.0,3567.0,4244.0,1965.0,956.0
342,AEG43,ALB,2019,73.5,379.5,769.0,491.0,4183.5,4035.0,1266.0,3308.0,3843.5,2106.5,1038.5
343,AEG44,ALB,2019,78.5,339.0,701.5,434.0,4210.5,4023.0,1159.0,3251.5,3872.5,2005.5,952.0
344,AEG45,ALB,2019,196.0,355.5,757.0,446.5,4793.5,4806.0,1205.0,3753.0,4494.5,1889.5,885.5
345,AEG46,ALB,2019,149.5,334.5,762.5,448.0,4691.0,4518.5,1208.5,3592.5,4349.0,1966.5,895.0
346,AEG47,ALB,2019,29.0,574.0,884.0,850.0,3297.0,3139.0,1445.0,2615.0,2953.0,2770.0,1538.0
347,AEG48,ALB,2019,4.5,595.0,864.5,854.5,2923.0,2718.5,1346.5,2317.0,2604.5,2708.0,1625.5
348,AEG49,ALB,2019,34.0,532.5,888.5,814.0,3651.0,3449.5,1480.0,2853.0,3282.5,2801.0,1469.0
349,AEG50,ALB,2019,209.0,395.0,726.0,485.0,4193.0,4039.0,1191.0,3309.0,3895.0,1923.0,953.0
350,HEG01,HAI,2019,246.9,249.5,549.0,261.5,4700.5,4553.0,856.5,3374.0,4369.0,1598.0,687.0
351,HEG02,HAI,2019,167.4,341.0,697.0,388.0,4351.0,4190.0,1039.0,3360.0,4066.0,1809.0,831.0
352,HEG03,HAI,2019,221.5,332.5,676.0,371.5,4690.5,4572.0,1019.0,3528.0,4387.0,1793.5,783.0
353,HEG04,HAI,2019,353.0,254.0,545.0,302.0,4557.0,4449.0,875.0,3177.0,4191.0,1501.0,688.0
354,HEG05,HAI,2019,164.0,274.0,589.0,295.5,4713.0,4591.5,937.0,3493.0,4401.0,1673.5,731.0
355,HEG06,HAI,2019,371.65,236.0,579.5,268.0,4509.5,4480.0,1003.5,3426.5,4198.0,1621.0,717.0
356,HEG07,HAI,2019,112.35,389.0,734.0,540.0,3954.0,3655.0,1238.0,3198.0,3653.0,1940.0,971.0
357,HEG08,HAI,2019,97.0,334.0,753.0,411.0,4499.0,4346.0,1284.0,3569.0,4136.0,1765.0,785.0
358,HEG09,HAI,2019,45.65,486.0,806.0,671.0,3251.0,3068.0,1288.0,2560.0,2914.0,2507.0,1423.0
359,HEG10,HAI,2019,197.85,269.0,607.5,335.0,4055.5,3887.0,1007.0,3060.5,3681.5,1746.0,783.0
360,HEG11,HAI,2019,63.4,451.0,771.0,638.0,3340.0,3160.0,1240.0,2617.0,2985.0,2321.0,1243.0
361,HEG12,HAI,2019,166.65,323.5,656.5,390.0,4256.5,4066.5,1065.0,3189.5,3901.5,2046.5,959.0
362,HEG13,HAI,2019,359.95,381.0,802.5,547.5,4454.5,4388.0,1179.5,3337.0,4116.0,1856.0,953.0
363,HEG14,HAI,2019,234.45,285.0,605.0,307.0,4844.0,4615.0,954.0,3480.0,4487.0,1729.0,758.0
364,HEG15,HAI,2019,185.75,283.0,600.5,336.0,4527.0,4402.0,974.0,3388.5,4159.0,1831.5,796.5
365,HEG16,HAI,2019,118.8,355.0,729.0,460.0,4044.0,3931.0,1212.0,3306.0,3781.0,1982.0,987.0
366,HEG17,HAI,2019,49.05,408.0,758.5,544.0,3678.0,3551.0,1293.5,2960.5,3349.0,2210.5,1130.5
367,HEG18,HAI,2019,57.45,338.0,664.5,446.5,3641.0,3461.0,1108.0,2801.5,3291.0,2002.0,980.0
368,HEG19,HAI,2019,133.85,301.0,611.0,376.0,3966.0,3726.0,1027.0,3024.0,3623.0,1795.0,828.0
369,HEG20,HAI,2019,83.35,360.0,698.0,485.0,3670.0,3563.0,1131.0,2885.0,3342.0,2019.0,998.0
370,HEG21,HAI,2019,115.4,335.0,682.0,449.5,3610.0,3520.0,1146.5,2824.5,3304.5,2069.0,1027.5
371,HEG22,HAI,2019,412.45,288.0,590.0,340.5,4709.5,4543.0,944.0,3350.0,4356.5,1796.5,813.5
372,HEG23,HAI,2019,58.8,428.0,763.5,605.5,3392.0,3216.0,1274.0,2640.5,3022.5,2326.0,1269.0
373,HEG24,HAI,2019,84.2,300.0,628.0,348.0,4027.0,3954.0,1001.0,3109.0,3756.0,1759.0,837.0
374,HEG25,HAI,2019,75.85,362.0,673.5,516.0,3485.0,3280.0,1124.0,2664.5,3135.0,2123.5,1080.5
375,HEG26,HAI,2019,60.4,340.0,683.5,447.0,3606.0,3436.0,1128.0,2808.0,3266.0,1913.0,923.5
376,HEG27,HAI,2019,205.1,270.5,560.5,325.5,4057.5,3896.0,935.5,2996.0,3739.5,1732.0,795.5
377,HEG28,HAI,2019,37.5,412.5,688.5,557.5,2942.5,2797.0,1111.5,2326.0,2685.0,2079.0,1122.5
378,HEG29,HAI,2019,36.25,421.5,705.0,623.5,3049.5,2852.0,1133.0,2367.0,2736.5,2227.0,1220.5
379,HEG30,HAI,2019,109.95,363.0,686.0,480.0,3629.0,3478.0,1106.0,2854.0,3314.0,2181.0,1151.0
380,HEG31,HAI,2019,40.05,373.5,706.5,495.0,3779.0,3604.0,1175.0,2916.0,3411.0,2087.5,1040.5
381,HEG32,HAI,2019,351.5,261.0,554.0,282.0,4658.0,4410.0,883.0,3287.0,4237.0,1622.0,703.0
382,HEG33,HAI,2019,347.7,221.0,510.0,228.0,5228.0,5086.0,813.0,3529.0,4812.0,1477.0,624.0
383,HEG34,HAI,2019,278.45,225.0,558.0,260.0,4370.0,4243.0,938.0,3300.0,4063.0,1559.0,685.0
384,HEG35,HAI,2019,514.55,226.5,571.0,261.5,5353.5,5301.0,916.0,3778.5,5024.0,1537.5,668.0
385,HEG36,HAI,2019,145.8,370.5,705.5,493.5,3614.5,3475.5,1151.0,2798.0,3276.5,2156.5,1067.0
386,HEG37,HAI,2019,220.35,301.0,570.0,337.0,4588.0,4448.0,898.0,3244.0,4228.0,1715.0,746.0
387,HEG38,HAI,2019,67.75,335.0,743.0,394.0,4729.5,4594.5,1225.0,3645.0,4367.5,1962.0,914.0
388,HEG39,HAI,2019,123.0,300.0,712.0,335.0,4777.0,4593.0,1161.0,3688.0,4413.0,1879.0,846.0
389,HEG40,HAI,2019,256.4,283.0,640.0,350.0,4343.0,4202.0,1028.0,3268.0,3971.5,1801.5,799.0
390,HEG41,HAI,2019,48.55,482.0,758.0,708.0,2928.0,2653.0,1224.0,2310.0,2634.0,2390.0,1396.0
391,HEG42,HAI,2019,68.65,398.0,728.5,549.0,3528.0,3384.5,1208.0,2794.0,3188.0,2152.0,1107.0
392,HEG43,HAI,2019,82.55,436.0,734.0,558.0,3300.0,3114.0,1142.0,2595.0,3002.0,2155.0,1144.0
393,HEG44,HAI,2019,116.55,355.0,644.0,514.0,3291.5,3123.0,1097.0,2557.0,2960.5,2210.0,1140.5
394,HEG45,HAI,2019,76.35,443.5,812.0,597.0,3915.5,3750.5,1321.5,3112.0,3585.0,2306.0,1153.5
395,HEG46,HAI,2019,45.4,457.0,746.0,683.5,2947.5,2781.0,1196.5,2310.0,2637.0,2569.0,1418.5
396,HEG47,HAI,2019,103.95,339.5,680.0,439.0,3851.0,3768.5,1115.5,2951.5,3529.5,1925.0,949.0
397,HEG48,HAI,2019,106.35,330.0,657.0,446.0,3565.0,3394.0,1103.0,2777.0,3228.0,1941.0,947.0
398,HEG49,HAI,2019,177.1,265.0,618.5,313.0,4187.0,4038.0,1029.0,3277.5,3897.0,1679.5,740.5
399,HEG50,HAI,2019,123.2,322.5,656.0,428.0,3485.5,3381.0,1096.5,2726.5,3207.5,2017.0,1003.5
400,SEG01,SCH,2019,362.85,346.0,658.0,404.0,4165.0,4017.0,1044.5,3079.5,3808.5,1818.0,847.0
401,SEG02,SCH,2019,171.35,325.0,649.5,369.0,4371.0,4193.5,1004.0,3185.5,3999.5,1792.0,811.5
402,SEG03,SCH,2019,265.3,347.5,654.5,375.5,4552.0,4383.5,971.0,3220.0,4133.0,2060.5,918.0
403,SEG04,SCH,2019,194.75,393.0,691.5,468.5,4397.0,4252.5,1024.0,3190.5,4031.5,2030.5,975.0
404,SEG06,SCH,2019,360.4,322.0,653.0,360.0,5675.0,5474.0,991.0,3855.0,5146.0,2182.0,952.0
405,SEG05,SCH,2019,301.95,391.0,748.0,542.5,4318.0,4158.0,1198.0,3068.0,3803.0,2309.5,1123.0
406,SEG07,SCH,2019,343.05,318.0,641.0,358.5,4428.0,4273.5,965.0,3212.0,4090.0,1709.0,770.5
407,SEG08,SCH,2019,256.26,365.0,751.0,440.0,4875.0,4768.0,1181.0,3590.0,4465.0,2001.0,929.0
408,SEG09,SCH,2019,339.5,432.0,772.0,509.0,4626.0,4280.0,1171.0,3385.0,4143.0,2390.0,1136.0
409,SEG10,SCH,2019,141.95,440.0,763.0,658.0,3976.0,3767.0,1272.0,2949.0,3547.0,2619.0,1334.0
410,SEG11,SCH,2019,239.3,385.0,685.0,432.0,4335.5,4239.0,1026.0,3166.5,3940.0,2141.0,994.0
411,SEG12,SCH,2019,209.8,373.0,765.0,424.0,4837.0,4678.0,1213.0,3610.0,4395.0,2065.0,938.0
412,SEG13,SCH,2019,159.95,485.0,774.0,583.0,3285.0,3100.0,1161.0,2529.0,2942.0,1777.0,923.0
413,SEG14,SCH,2019,167.55,325.0,691.5,402.0,4399.5,4192.0,1113.5,3212.5,3932.0,1965.5,900.0
414,SEG15,SCH,2019,233.05,346.0,699.5,436.0,4379.5,4173.5,1123.0,3224.5,3954.0,1849.0,836.0
415,SEG16,SCH,2019,358.85,374.0,687.0,414.0,4971.0,4845.0,1023.0,3596.0,4606.0,1897.0,898.0
416,SEG17,SCH,2019,102.0,511.0,787.0,618.0,3707.0,3540.0,1112.0,2760.0,3335.0,2026.0,1062.0
417,SEG18,SCH,2019,303.95,375.0,718.0,511.0,3594.5,3428.5,1144.5,2722.5,3224.0,2073.5,1001.5
418,SEG19,SCH,2019,243.05,363.0,722.0,391.0,4837.0,4593.0,1049.0,3452.0,4423.0,1915.0,852.0
419,SEG20,SCH,2019,103.3,420.0,729.0,523.0,4339.0,4113.0,1148.0,3137.0,3829.0,2479.0,1190.5
420,SEG21,SCH,2019,12.4,532.0,844.0,638.0,3747.0,3562.0,1197.0,2811.0,3332.0,2314.0,1194.0
421,SEG22,SCH,2019,253.3,319.0,701.0,361.5,4697.0,4582.5,1118.0,3472.5,4328.0,1750.5,758.0
422,SEG23,SCH,2019,147.1,470.0,754.0,604.0,3685.0,3587.0,1189.0,2676.0,3240.0,2316.0,1154.0
423,SEG24,SCH,2019,126.05,376.5,648.5,533.5,3660.0,3468.0,1115.5,2692.5,3239.0,2019.0,974.0
424,SEG25,SCH,2019,79.55,383.0,672.5,505.0,4035.0,3864.0,1094.0,2929.5,3538.0,2173.0,1080.0
425,SEG26,SCH,2019,96.6,419.0,761.0,540.5,4000.0,3808.5,1228.5,2937.0,3501.5,2140.5,1026.5
426,SEG27,SCH,2019,33.65,405.5,683.0,611.0,3699.5,3461.0,1160.0,2640.0,3196.5,2479.0,1300.0
427,SEG28,SCH,2019,99.0,378.0,762.0,497.0,4311.0,4093.0,1210.0,3192.0,3863.0,2033.0,960.0
428,SEG29,SCH,2019,246.05,323.5,656.5,395.0,4277.0,4050.0,1045.0,3131.0,3861.0,1788.5,792.0
429,SEG30,SCH,2019,237.85,620.0,967.5,814.5,3776.5,3654.5,1474.5,2917.5,3398.0,2412.5,1309.5
430,SEG31,SCH,2019,219.65,478.0,832.0,637.0,3765.0,3577.0,1263.0,2899.0,3411.0,2187.0,1091.0
431,SEG32,SCH,2019,301.85,377.5,665.0,438.0,3212.5,3132.0,998.0,2534.5,2989.5,1414.5,689.5
432,SEG33,SCH,2019,476.3,394.0,763.0,485.0,4193.0,3989.0,1207.0,3196.0,3782.0,1992.0,968.0
433,SEG34,SCH,2019,152.4,460.0,818.0,609.0,3954.0,3773.0,1355.0,3064.0,3559.0,2268.0,1130.0
434,SEG35,SCH,2019,303.75,397.0,750.0,507.0,4028.0,3870.0,1225.0,3079.0,3646.0,2020.0,975.0
435,SEG36,SCH,2019,298.55,434.0,833.0,600.5,3961.5,3672.5,1341.5,3048.5,3523.5,2276.5,1189.5
436,SEG37,SCH,2019,88.3,452.0,776.0,687.0,3344.0,3158.0,1304.0,2555.0,2961.0,2405.0,1305.0
437,SEG38,SCH,2019,183.5,516.0,866.0,677.0,3627.0,3532.0,1336.0,2872.0,3273.0,2381.0,1339.0
438,SEG39,SCH,2019,139.25,369.0,710.0,468.0,3934.0,3805.0,1165.0,3114.0,3630.0,1798.0,859.0
439,SEG40,SCH,2019,174.6,356.0,620.0,482.0,3580.0,3363.0,996.0,2591.0,3168.0,1953.0,959.0
440,SEG41,SCH,2019,602.2,372.0,687.0,419.0,4795.0,4616.0,1031.0,3500.0,4441.0,1770.0,824.0
441,SEG42,SCH,2019,231.15,442.0,788.0,555.0,3910.0,3752.0,1227.0,3064.0,3557.0,2207.0,1157.0
442,SEG43,SCH,2019,430.05,361.0,655.0,438.5,3788.5,3617.0,1076.0,2865.5,3434.0,1993.5,973.5
443,SEG44,SCH,2019,274.75,404.5,730.0,515.5,3743.5,3550.5,1172.5,2863.5,3397.0,2263.0,1111.5
444,SEG45,SCH,2019,141.9,448.0,788.0,614.5,3781.0,3644.0,1288.0,2951.0,3426.5,2259.5,1173.5
445,SEG46,SCH,2019,228.9,420.0,772.0,530.0,4297.0,4104.0,1211.5,3246.5,3908.0,2037.5,1004.0
446,SEG47,SCH,2019,287.25,399.5,755.0,482.0,4596.5,4369.5,1175.5,3485.0,4229.0,1798.5,847.5
447,SEG48,SCH,2019,78.05,486.5,872.5,647.0,3897.5,3729.5,1401.0,3047.0,3498.5,2568.5,1337.0
448,SEG49,SCH,2019,176.3,487.5,836.0,650.5,3676.0,3438.5,1295.0,2821.0,3301.5,2334.0,1251.0
449,SEG50,SCH,2019,190.9,440.5,749.5,586.0,3708.0,3515.5,1182.5,2797.5,3328.5,2221.5,1121.5
450,AEG01,AEG,2017,153.25,335.0,705.0,431.0,4220.0,4109.0,1169.0,3350.0,3961.0,1972.0,955.0
451,AEG02,AEG,2017,164.75,302.5,648.5,335.5,4864.0,4669.5,1015.5,3558.5,4504.0,1755.5,774.0
452,AEG03,AEG,2017,66.6,376.0,766.0,508.0,3966.5,3838.0,1294.0,3175.0,3643.0,2120.5,1013.5
453,AEG04,AEG,2017,189.5,327.5,726.0,413.5,5176.0,4955.5,1210.0,3899.5,4810.5,2185.0,985.0
454,AEG05,AEG,2017,195.25,323.0,687.0,366.0,5081.0,4884.0,1133.0,3788.0,4705.0,1994.0,879.0
455,AEG06,AEG,2017,183.8,282.0,607.0,329.0,4809.0,4643.0,1029.0,3496.0,4392.0,1963.0,858.0
456,AEG07,AEG,2017,57.5,520.0,825.0,798.0,3179.0,2967.0,1384.0,2487.0,2791.0,2692.0,1483.5
457,AEG08,AEG,2017,65.65,484.0,821.0,737.5,3578.0,3352.5,1391.5,2778.0,3212.0,2616.5,1345.0
458,AEG09,AEG,2017,96.95,600.0,929.0,914.0,3528.0,3358.0,1524.0,2759.0,3162.0,2781.0,1497.0
459,AEG10,AEG,2017,165.2,507.5,844.0,756.0,3640.5,3447.0,1394.0,2819.0,3244.0,2673.5,1427.5
460,AEG11,AEG,2017,181.15,374.0,730.0,550.0,3888.0,3693.0,1227.0,2930.0,3527.0,2362.0,1192.0
461,AEG12,AEG,2017,123.1,336.0,704.0,390.0,4630.0,4498.0,1162.0,3643.0,4319.0,2031.0,935.0
462,AEG13,AEG,2017,289.7,279.0,620.0,280.0,5189.0,5102.0,1009.0,3847.0,4829.0,1839.0,773.0
463,AEG14,AEG,2017,138.75,321.0,743.0,408.0,5143.0,4979.0,1198.5,3968.0,4788.5,2010.5,885.0
464,AEG15,AEG,2017,189.45,299.0,650.0,351.5,4800.0,4648.0,1105.5,3633.5,4496.0,1963.0,913.5
465,AEG16,AEG,2017,149.9,348.0,748.5,421.0,4830.0,4593.5,1273.5,3772.0,4467.5,2004.0,895.0
466,AEG17,AEG,2017,114.4,403.0,832.0,541.0,4261.0,4048.0,1383.0,3414.0,3904.0,2234.0,1054.0
467,AEG18,AEG,2017,167.15,303.5,715.5,366.0,4924.5,4784.5,1183.0,3864.0,4632.0,1915.5,840.0
468,AEG19,AEG,2017,228.85,329.0,685.0,354.0,5017.0,4911.0,1146.0,3662.0,4558.0,2128.0,953.0
469,AEG20,AEG,2017,147.5,324.0,788.0,400.0,4801.0,4583.0,1367.0,3763.0,4404.0,2339.0,1097.0
470,AEG21,AEG,2017,187.85,280.0,627.0,348.0,4380.5,4184.0,1013.0,3345.0,4056.0,1836.5,834.0
471,AEG22,AEG,2017,109.1,416.0,779.0,542.0,4449.0,3976.0,1321.0,3524.0,4091.0,2354.0,1088.0
472,AEG23,AEG,2017,209.25,310.0,695.0,398.5,4182.0,3994.5,1204.5,3243.5,3805.5,1890.0,856.0
473,AEG24,AEG,2017,262.7,323.5,729.0,389.5,4987.0,4709.0,1223.5,3763.0,4575.0,2029.0,899.0
474,AEG25,AEG,2017,27.9,416.0,695.5,615.5,3230.5,2983.5,1245.0,2488.0,2857.5,2365.0,1243.0
475,AEG26,AEG,2017,92.55,462.0,786.0,738.0,3249.0,3065.0,1379.0,2546.0,2891.0,2736.0,1445.0
476,AEG27,AEG,2017,114.0,569.5,880.5,838.0,3302.5,3128.5,1478.0,2608.5,2952.5,2689.5,1482.0
477,AEG28,AEG,2017,68.2,577.5,904.5,902.0,3216.5,3094.0,1488.0,2556.0,2879.5,2921.0,1630.5
478,AEG29,AEG,2017,55.75,357.0,710.0,483.0,3792.0,3646.0,1221.0,3008.0,3442.0,2251.0,1075.0
479,AEG30,AEG,2017,118.55,305.0,691.0,398.0,3926.0,3857.0,1195.0,3150.0,3626.0,1982.0,909.0
480,AEG31,AEG,2017,89.1,306.0,669.0,395.5,3990.5,3872.0,1167.0,3197.0,3697.5,2052.0,960.0
481,AEG32,AEG,2017,88.4,588.0,950.0,933.0,3356.0,3237.0,1520.0,2687.0,3100.0,2806.0,1548.0
482,AEG33,AEG,2017,110.85,485.0,854.5,752.5,3577.5,3371.5,1475.0,2795.0,3189.5,2924.5,1524.0
483,AEG34,AEG,2017,119.55,334.5,742.5,445.5,4375.0,4201.0,1299.0,3474.0,4046.0,2198.0,987.5
484,AEG35,AEG,2017,182.05,322.0,675.0,402.0,4921.0,4709.0,1108.0,3630.0,4586.0,2048.0,979.0
485,AEG36,AEG,2017,109.8,299.0,618.0,331.0,4236.0,4058.0,1025.0,3184.0,3911.0,1894.0,881.0
486,AEG37,AEG,2017,333.3,312.0,676.0,364.0,5300.0,5159.0,1129.0,3922.0,4921.0,2012.0,893.0
487,AEG38,AEG,2017,113.0,275.0,594.0,363.0,4153.0,3998.0,1041.0,3128.0,3810.0,1905.0,862.0
488,AEG39,AEG,2017,265.5,303.0,680.0,341.0,5471.0,5372.0,1122.0,4103.0,5130.0,1948.0,855.0
489,AEG40,AEG,2017,73.3,344.0,758.0,442.5,4598.5,4494.0,1224.5,3636.5,4278.0,1956.5,896.0
490,AEG41,AEG,2017,166.6,304.0,657.5,358.5,4910.5,4758.5,1090.5,3697.5,4565.0,1836.0,811.5
491,AEG42,AEG,2017,117.8,353.0,722.0,478.0,4137.0,3904.0,1236.0,3197.0,3744.0,2140.0,1013.0
492,AEG43,AEG,2017,108.25,333.5,757.0,438.0,4588.0,4465.0,1271.5,3640.5,4288.0,2062.5,931.0
493,AEG44,AEG,2017,142.1,310.5,696.5,399.5,4217.5,4043.5,1153.0,3295.0,3901.5,1971.5,906.0
494,AEG45,AEG,2017,153.2,338.0,782.5,411.5,5142.5,5063.0,1304.0,4028.5,4801.0,2033.0,904.5
495,AEG46,AEG,2017,194.7,328.0,760.0,395.0,4729.5,4578.5,1252.5,3679.0,4361.5,2057.5,915.5
496,AEG47,AEG,2017,78.3,606.0,928.0,894.0,3298.0,3107.0,1467.0,2578.0,2941.0,2841.0,1565.0
497,AEG48,AEG,2017,44.1,574.0,858.0,857.5,2831.5,2640.0,1369.5,2238.5,2503.5,2761.5,1628.5
498,AEG49,AEG,2017,60.05,447.0,778.0,663.5,3605.0,3368.5,1337.5,2779.5,3231.0,2616.0,1336.0
499,AEG50,AEG,2017,218.4,363.0,771.0,401.0,5094.0,5007.0,1308.0,3960.0,4710.0,2027.0,905.0
500,HEG01,HAI,2017,93.6,452.5,781.5,685.5,3363.0,3194.5,1257.0,2575.5,2989.0,2643.0,1398.0
501,HEG02,HAI,2017,63.8,511.0,790.0,790.0,2836.0,2677.0,1254.0,2212.0,2481.0,2795.0,1658.0
502,HEG03,HAI,2017,173.0,487.0,785.0,757.5,2859.0,2697.5,1245.0,2240.5,2537.0,2777.0,1579.0
503,HEG04,HAI,2017,188.85,402.0,701.0,671.0,2952.0,2710.0,1184.0,2182.0,2533.0,2372.0,1212.0
504,HEG05,HAI,2017,49.9,354.0,669.0,491.5,3633.0,3414.0,1119.0,2704.5,3230.5,2267.5,1075.0
505,HEG06,HAI,2017,88.25,379.5,763.0,506.5,3816.5,3654.0,1256.0,2987.0,3486.0,2253.0,1079.5
506,HEG07,HAI,2017,49.7,458.0,775.0,680.0,3493.0,3208.0,1331.0,2744.0,3153.0,2623.0,1372.0
507,HEG08,HAI,2017,44.65,528.0,830.0,904.0,3176.0,2981.0,1448.0,2369.0,2731.0,2750.0,1546.0
508,HEG09,HAI,2017,49.3,337.0,668.0,481.0,3515.0,3309.0,1142.0,2619.0,3109.0,2030.0,947.0
509,HEG10,HAI,2017,55.2,438.0,772.5,659.5,3481.0,3294.0,1274.0,2643.5,3085.0,2611.5,1329.0
510,HEG11,HAI,2017,22.45,555.0,906.0,908.0,3282.0,3112.0,1468.0,2547.0,2912.0,2870.0,1563.0
511,HEG12,HAI,2017,79.15,498.5,848.0,741.0,3705.0,3530.5,1341.0,2830.5,3319.5,2647.5,1320.5
512,HEG13,HAI,2017,68.45,536.0,917.5,829.0,4170.5,3946.0,1334.5,3065.5,3726.5,2462.5,1301.5
513,HEG14,HAI,2017,51.8,411.0,747.0,578.0,3538.0,3296.0,1214.0,2717.0,3178.0,2496.0,1235.0
514,HEG15,HAI,2017,115.85,491.0,794.5,819.5,3237.5,3011.0,1374.0,2396.0,2767.5,2939.5,1531.0
515,HEG16,HAI,2017,61.1,585.0,926.0,970.0,3325.0,3157.0,1507.0,2566.0,2912.0,2885.0,1627.0
516,HEG17,HAI,2017,28.55,514.5,825.5,915.0,3293.0,3109.5,1418.5,2486.0,2847.0,2678.0,1449.0
517,HEG18,HAI,2017,95.05,386.5,694.5,601.5,3048.5,2881.0,1148.0,2278.5,2655.5,2236.0,1106.0
518,HEG19,HAI,2017,72.15,357.0,684.0,526.0,3528.0,3224.0,1168.0,2643.0,3110.0,2125.0,979.0
519,HEG20,HAI,2017,65.9,398.0,780.0,509.0,4187.0,3941.0,1237.0,3226.0,3817.0,2095.0,959.0
520,HEG21,HAI,2017,47.35,725.0,1072.0,1247.0,3344.5,3168.5,1729.0,2603.0,2943.0,3146.5,1740.0
521,HEG22,HAI,2017,157.75,489.0,820.0,805.0,3352.0,3156.5,1366.5,2543.0,2961.0,2814.5,1500.5
522,HEG23,HAI,2017,66.85,447.0,776.0,639.5,3349.5,3173.5,1229.5,2587.5,2989.5,2591.5,1313.5
523,HEG24,HAI,2017,92.9,456.0,736.0,748.0,2920.0,2634.0,1257.0,2189.0,2535.0,2649.0,1449.0
524,HEG25,HAI,2017,69.55,796.5,1135.5,1301.0,3534.5,3307.5,1870.0,2672.5,3040.0,3470.0,2012.5
525,HEG26,HAI,2017,48.1,401.0,739.0,584.5,3268.0,3088.0,1210.5,2526.5,2928.5,2427.5,1219.0
526,HEG27,HAI,2017,251.9,447.0,735.0,703.5,2836.5,2656.0,1208.5,2187.5,2510.0,2646.5,1441.5
527,HEG28,HAI,2017,17.15,342.5,645.0,455.0,3448.5,3230.5,1052.5,2666.5,3145.0,2222.0,1070.0
528,HEG29,HAI,2017,59.95,324.5,626.0,455.5,3528.0,3288.0,1024.0,2679.5,3202.5,2184.0,1031.5
529,HEG30,HAI,2017,60.9,408.0,683.0,620.0,2987.0,2794.0,1150.0,2266.0,2628.0,2464.0,1310.0
530,HEG31,HAI,2017,45.2,536.5,881.0,868.0,3510.5,3274.0,1466.0,2688.5,3111.5,2805.5,1475.5
531,HEG32,HAI,2017,182.15,323.0,669.0,374.0,3950.0,3753.0,1063.0,3029.0,3615.0,2167.0,965.0
532,HEG33,HAI,2017,118.65,362.0,713.0,554.0,3587.0,3394.0,1221.0,2699.0,3188.0,2316.0,1110.0
533,HEG34,HAI,2017,48.65,400.0,745.0,604.0,3227.0,3039.0,1215.0,2511.0,2898.0,2298.0,1164.0
534,HEG35,HAI,2017,191.85,472.5,835.0,795.0,3597.5,3365.5,1436.0,2772.5,3200.5,2793.5,1531.5
535,HEG36,HAI,2017,33.2,513.5,844.5,838.5,3339.0,3113.5,1426.0,2519.0,2912.0,2844.0,1540.5
536,HEG37,HAI,2017,59.45,419.0,748.0,647.0,3316.0,3165.0,1228.0,2528.0,2951.0,2646.0,1355.0
537,HEG38,HAI,2017,41.35,561.5,845.5,1011.5,2950.5,2678.5,1456.5,2162.0,2489.0,3135.5,1844.0
538,HEG39,HAI,2017,48.25,550.0,879.0,962.0,3290.0,3018.0,1502.0,2431.0,2825.0,2928.0,1688.0
539,HEG40,HAI,2017,71.65,440.5,777.5,589.5,3685.0,3541.5,1215.5,2804.0,3304.5,2442.0,1197.0
540,HEG41,HAI,2017,109.5,448.0,764.0,708.0,3515.0,3259.0,1325.0,2686.0,3132.0,2385.0,1215.0
541,HEG42,HAI,2017,21.05,433.0,785.5,647.0,3818.5,3584.0,1373.0,2910.0,3350.5,2493.0,1218.0
542,HEG43,HAI,2017,28.45,329.0,667.0,523.0,3428.0,3224.0,1125.0,2588.0,3055.0,2185.0,1081.0
543,HEG44,HAI,2017,55.95,666.0,1037.5,1211.0,3622.5,3444.0,1741.0,2785.5,3177.0,3263.5,1744.5
544,HEG45,HAI,2017,21.6,518.0,858.5,822.5,3660.0,3447.0,1484.0,2795.5,3222.5,2924.0,1491.0
545,HEG46,HAI,2017,37.2,458.0,783.0,746.0,3095.0,2884.0,1277.0,2342.0,2693.0,2784.0,1392.0
546,HEG47,HAI,2017,40.65,389.5,758.0,487.0,3693.5,3562.0,1180.0,2870.0,3371.5,2265.0,1097.0
