,ep,explo,year,biomass_g,blue,green,red,nir,nirb,re1,re2,re3,swir1,swir2
67,HEG18,HAI,2020,25.975,486.5,837,712,3527,3341,1380,2768.5,3151,2467,1329
68,HEG21,HAI,2020,62.475,464.5,792,676.5,3498.5,3363.5,1325,2717.5,3126,2464,1306.5
69,HEG19,HAI,2020,69.175,454,776,638,3657,3403,1267,2805,3254,2306,1170
70,HEG20,HAI,2020,34.575,504,820,744,3489,3301,1341,2724,3115,2389,1294
71,HEG22,HAI,2020,149.05,340,679,471.5,4016.5,3849.5,1143,3017,3613,2054,1010
72,HEG23,HAI,2020,50.775,527.5,821.5,734.5,3526,3355.5,1311,2678,3117.5,2257,1177
73,HEG24,HAI,2020,62.475,432,775,580,3733,3572,1211,2909,3399,2152,1124
74,HEG25,HAI,2020,28.875,535.5,840.5,873.5,3145,2960,1388,2423,2774,2634,1486
75,HEG26,HAI,2020,37.775,538,840,796,3357,3129.5,1369,2578.5,2961.5,2457.5,1336
76,HEG27,HAI,2020,205.7,319.5,604.5,412,3743,3577,1016.5,2820.5,3397,1935.5,942.5
77,HEG28,HAI,2020,31.425,489,775,716,3600,3382,1266.5,2716.5,3195,2422,1271
78,HEG29,HAI,2020,96.125,448.5,704.5,687.5,3475,3262,1146,2562,3065.5,2336,1201.5
79,HEG30,HAI,2020,67.775,430,717,619,3527,3356,1152,2716,3156,2346,1251
80,HEG31,HAI,2020,15.725,555.5,885.5,917,3400,3161.5,1476,2606.5,2962.5,2753.5,1527
81,HEG32,HAI,2020,322.875,309,607,340,4381,4256,989,3220,4023,1695,757
82,HEG33,HAI,2020,166.45,272,540,315,4109,3948,878,2941,3692,1643,730
83,HEG34,HAI,2020,86.5,365,682,475,3803,3653,1081,2920,3469,2033,1004
84,HEG35,HAI,2020,233.275,297.5,646,367.5,4770.5,4612,1001,3533,4454.5,1642,738.5
85,HEG36,HAI,2020,126.05,562.5,908,879.5,3374,3204,1485,2638,3001,2740.5,1556
86,HEG37,HAI,2020,69.425,337,626,434,4029,3869,1045,2967,3618,2024,934
87,HEG38,HAI,2020,70.925,411.5,772.5,566.5,4025,3812.5,1304,3075,3607,2231,1147
88,HEG39,HAI,2020,63.2125,433,823,551,4381,4160,1294,3365,3978,2195,1108
89,HEG40,HAI,2020,93.625,431,745.5,567,3375,3187,1150,2628.5,3043,2134.5,1111.5
90,HEG41,HAI,2020,31.225,585,882,870,3335,3134,1426,2604,2978,2670,1554
91,HEG42,HAI,2020,13.075,576,886,878,3238,3070,1448,2536,2853,2732,1529.5
92,HEG43,HAI,2020,63.575,547,848,812,3290,3077,1407,2606,2935,2668,1510
93,HEG44,HAI,2020,12.175,532.5,808,839.5,3240.5,3067.5,1378,2498,2854,2763.5,1510.5
94,HEG45,HAI,2020,46.075,447.5,780.5,650,3519.5,3370,1290.5,2761,3167.5,2368,1218.5
95,HEG46,HAI,2020,22.525,536,838,869,2999.5,2875,1370,2333,2652,2784,1552
96,HEG47,HAI,2020,71.075,466.5,800,688.5,3599.5,3457.5,1273,2783,3231.5,2224,1144.5
97,HEG48,HAI,2020,88.3125,503,845,722,3776,3561,1384,2938,3392,2415,1239
98,HEG49,HAI,2020,101.075,407,768.5,563.5,3904.5,3720.5,1284.5,3028,3514,2163,1057.5
99,HEG50,HAI,2020,47.275,510.5,831.5,724.5,3706.5,3527.5,1394.5,2861.5,3316.5,2308,1194.5
100,SEG01,SCH,2020,272.15,294.5,552.5,363.5,3931.5,3858,941,2788,3481.5,1615.5,748
101,SEG02,SCH,2020,146.4,287,605,332.5,4691.5,4509,1002.5,3369,4260.5,1755.5,810.5
102,SEG03,SCH,2020,290.9,346.5,624,375.5,4709,4544.5,927.5,3219,4257.5,1832,850
103,SEG04,SCH,2020,285.8,278.5,557.5,325,4409,4207,899,3118.5,3969.5,1669.5,798
104,SEG05,SCH,2020,230.5,342.5,668.5,415.5,4979.5,4748.5,1116.5,3484,4431.5,2015.5,933
105,SEG06,SCH,2020,149.6,334,653,383,4979,4915,1053,3522,4455,2134,953
106,SEG07,SCH,2020,284.5,319.5,627.5,326,5312.5,5197.5,958,3666.5,4920,1760.5,793.5
107,SEG08,SCH,2020,246.95,344,710,384,4794,4614,1139,3491,4335,1895,891
108,SEG09,SCH,2020,86.45,344,680,440,4492,4156,1097,3231,3971,2141,995
109,SEG10,SCH,2020,197.8,417,723,579,4412,4169,1163,3163,3932,2339,1158
110,SEG11,SCH,2020,183.5,387,699.5,442.5,4496,4444,1040,3234.5,4058.5,2116,1016.5
111,SEG12,SCH,2020,213.35,318,634,399,4673,4479,1135,3315,4143,1803,823
112,SEG13,SCH,2020,233.8,469,801,738,3599,3418,1322,2737,3180,2565,1431
113,SEG14,SCH,2020,180.2,272,594.5,361.5,4522.5,4347,1064,3142,3908,1904.5,860.5
114,SEG15,SCH,2020,172.75,393.5,735.5,556.5,4208.5,4058.5,1215.5,3074.5,3718.5,2085.5,1029.5
115,SEG16,SCH,2020,321.35,299,580,318,4978,4800,916,3497,4566,1765,820
116,SEG17,SCH,2020,31.4,433,736,607,3849,3669,1197,2844,3363,2496,1296
117,SEG18,SCH,2020,145.85,390.5,683.5,565,3547,3336.5,1183,2651.5,3122,2041,1022.5
118,SEG19,SCH,2020,227.15,348,670,413,4838,4625,1027,3415,4452,1903,906
119,SEG20,SCH,2020,142.95,404,728,537,4280,4047.5,1201,3119,3754.5,2549,1248.5
120,SEG21,SCH,2020,99.35,362,670,505,4023,3829,1063,2849,3493,2235,1084
121,SEG22,SCH,2020,254.95,287,654.5,335.5,4675,4481,1076.5,3427.5,4241.5,1602,715.5
122,SEG23,SCH,2020,145.55,377,677,552,4260,3999,1212,2972,3649,2195,1064
123,SEG24,SCH,2020,130.45,312,570.5,493.5,3657,3404,1055,2572.5,3116.5,1986,948.5
124,SEG25,SCH,2020,83.45,340,629,434.5,4191.5,3913.5,1057.5,2995.5,3640.5,2078,990
125,SEG26,SCH,2020,95.1,448,806,609,4276.5,4058,1361.5,3227,3783,2119.5,1076
126,SEG27,SCH,2020,33.05,356,626.5,568,3771.5,3488.5,1097,2623,3207.5,2299,1136.5
127,SEG28,SCH,2020,196,429,766,593,4226,3997,1246,3068,3712,2265,1149
128,SEG29,SCH,2020,148,291.5,610.5,355.5,4507,4326,1046,3279,4052.5,1744.5,785
129,SEG30,SCH,2020,158.7,341,654,502,3713,3551.5,1116.5,2806,3364.5,1863,951.5
130,SEG31,SCH,2020,154.4,321,628,466,3700,3502,1064,2773,3323,1903,931
131,SEG32,SCH,2020,166.2,312,621,453,3658.5,3561,1070.5,2771.5,3306,1805,906
132,SEG33,SCH,2020,165.5,397,816,519,4333,4145,1340,3304,3881,2288,1133
133,SEG34,SCH,2020,138.45,373,757,487,4136,4002,1301,3232,3736,2158,1041
134,SEG35,SCH,2020,131.65,452,797,670,3723,3550,1353,2860,3316,2474,1352
135,SEG36,SCH,2020,243.4,372.5,765,458.5,4649.5,4534,1283,3571,4208.5,2159,1017
136,SEG37,SCH,2020,68.15,425,752,719,3467,3278,1340,2619,3029,2271,1253
137,SEG38,SCH,2020,59.25,620,912,952,3078,2889,1452,2421,2719,2783,1867
138,SEG39,SCH,2020,76.4,487,835,754,3458,3278,1392,2696,3079,2556,1438
139,SEG40,SCH,2020,188.4,344,610,444,4220,4064,1065,3010,3787,1801,872
140,SEG41,SCH,2020,377.1,416,780,565,4540,4349,1295,3324,4056,2093,1033
141,SEG42,SCH,2020,121.1,385,690,521,3712,3568,1150,2799,3328,2112,1099
142,SEG43,SCH,2020,176,458.5,757.5,657,3368.5,3132.5,1231.5,2527.5,2952.5,2539.5,1395.5
143,SEG44,SCH,2020,126.95,443.5,789,621,3692,3488,1280.5,2786,3258,2405.5,1243
144,SEG45,SCH,2020,88.4,397.5,729,511,3573,3441,1182.5,2795,3231,2099,1083
145,SEG46,SCH,2020,173.85,510.5,853,716,3921.5,3695.5,1358,2984,3498,2490,1372.5
146,SEG47,SCH,2020,194.25,410.5,772,592.5,3962,3754.5,1275,3044,3553,2337,1201
147,SEG48,SCH,2020,26,482.5,806,760,3398,3218,1356,2611.5,2987,2580.5,1461.5
148,SEG49,SCH,2020,55.05,459,794.5,665.5,3608.5,3394,1320.5,2784.5,3215,2316,1271
149,SEG50,SCH,2020,80.6,349,648.5,445.5,4055,3865.5,1095.5,2994.5,3635.5,1906,898
150,AEG01,ALB,2018,197.5,363,703,471,4594,4427,1079,3440,4195,2102,962
151,AEG02,ALB,2018,213,341.5,671.5,407,4756,4607,959.5,3388,4421.5,1931.5,865.5
152,AEG03,ALB,2018,119,398.5,733,508.5,4100,3994.5,1143,3195,3783,2080,1009
153,AEG04,ALB,2018,299.5,336,690.5,380,5535.5,5463.5,1048,3944,5153.5,1973.5,879
154,AEG05,ALB,2018,206.5,329,612,348,4528,4426,904,3283,4229,1774,788
155,AEG06,ALB,2018,222.5,354,618,416,4153,3978,942,2952,3775,2013,910
156,AEG07,ALB,2018,19.5,571.5,880,841,3702,3415.5,1450.5,2856.5,3261,2812.5,1495.5
157,AEG08,ALB,2018,205,577,900,809.5,3794.5,3552.5,1390,2918,3415.5,2416.5,1235
158,AEG09,ALB,2018,46,627,935,906,3465,3281,1438,2685,3076,2689,1446
159,AEG10,ALB,2018,73,422.5,762,586,4158.5,3967.5,1221,3162,3742,2384,1163.5
160,AEG11,ALB,2018,224,292,600,303,5143,5055,896,3650,4750,1708,753
161,AEG12,ALB,2018,231,389,709,461,4489,4333,1086,3385,4125,2091,974
162,AEG13,ALB,2018,190.5,355,657,400,5146,5104,999,3660,4704,2115,951
163,AEG14,ALB,2018,244.5,381.5,741.5,464,4898,4716,1086.5,3643,4525.5,1992.5,881
164,AEG15,ALB,2018,283,291.5,595.5,285,5543.5,5443,918.5,3889,5202,1854.5,804
165,AEG16,ALB,2018,231.5,350,682.5,428.5,4262.5,4090.5,1028.5,3255,3963,1810,807.5
166,AEG17,ALB,2018,207,433,804,554,4515,4291,1213,3479,4135,2195,1012
167,AEG18,ALB,2018,210,365.5,754.5,456,4930,4727,1128,3758,4592.5,1889.5,833
168,AEG19,ALB,2018,273.5,462,812,627,4868,4668,1342,3532,4340,2856,1369
169,AEG20,ALB,2018,283,343,770,397,5151,4903,1222,3823,4675,2291,1047
170,AEG21,ALB,2018,198,343.5,694,458.5,4283,4054.5,1069.5,3221,3902.5,2103,980
171,AEG22,ALB,2018,119.5,464,808,575,4757,4375,1275,3663,4349,2314,1060
172,AEG23,ALB,2018,265,302.5,626.5,362,4719,4578.5,984.5,3497.5,4343.5,1848.5,800.5
173,AEG24,ALB,2018,268,316,691,410.5,5164,5080,1046.5,3775.5,4832,1877.5,815.5
174,AEG25,ALB,2018,33.5,540,845.5,829,3493,3194,1361,2654.5,3071,2698,1484
175,AEG26,ALB,2018,50,515,836,768,3546,3314,1404,2729,3129,2659,1385
176,AEG27,ALB,2018,64.5,665,1023.5,974.5,3824,3645,1598.5,3007.5,3417.5,2789,1505
177,AEG28,ALB,2018,69.5,561,915,800,3891.5,3721,1440,3036,3511,2748.5,1422
178,AEG29,ALB,2018,71,405,763,579,3992,3808,1220,3097,3603,2324,1141
179,AEG30,ALB,2018,210.5,303,619,362,4309,4171,1009,3262,3971,1784,790
180,AEG31,ALB,2018,122,490,801.5,677,3724,3644.5,1252,2888,3391.5,2378,1207.5
181,AEG32,ALB,2018,81.5,412,741,524,4210,4088,1160,3203,3865,2117,990
182,AEG33,ALB,2018,78,459,817,680.5,4003,3846.5,1344.5,3036,3590,2684,1349
183,AEG34,ALB,2018,103,425,753.5,567.5,4087.5,3855.5,1238,3140.5,3692.5,2468.5,1214.5
184,AEG35,ALB,2018,227.5,304,598,311,4743,4614,939,3433,4379,1806,801
185,AEG36,ALB,2018,133.5,279,582,317,4481,4339,945,3274,4131,1736,772
186,AEG37,ALB,2018,363,368,664,414,4733,4554,1012,3473,4303,2088,939
187,AEG38,ALB,2018,138,318,607,368,4540,4369,967,3311,4157,1728,777
188,AEG39,ALB,2018,383.5,338,633,394,4486,4324,914,3244,4136,1684,747
189,AEG40,ALB,2018,181,366,694,454.5,4265.5,4179.5,1069,3294,3961,1930.5,915.5
190,AEG41,ALB,2018,266.5,335.5,656,383,4811,4722.5,953.5,3490,4491,1800.5,785
191,AEG42,ALB,2018,230,403,731,480,4401,4186,1112,3278,4003,2040,1024
192,AEG43,ALB,2018,100,385.5,754.5,482,4886.5,4763,1168,3757.5,4516.5,2074,943
193,AEG44,ALB,2018,231.5,345.5,683.5,444.5,4650.5,4302,1042.5,3413.5,4239,1861,830.5
194,AEG45,ALB,2018,252.5,357,710,449.5,4406,4411.5,1008.5,3377,4196,1547.5,699
195,AEG46,ALB,2018,219,399.5,748,442.5,4410,4225,1139,3369,4057,2024.5,917.5
196,AEG47,ALB,2018,12,629,974,897,3728,3539,1526,2908,3300,2890,1575
197,AEG48,ALB,2018,6.5,645.5,909.5,907.5,2902,2689,1344.5,2258.5,2570.5,2684.5,1575.5
198,AEG49,ALB,2018,93.5,455.5,788.5,628,4318,4134.5,1292.5,3205.5,3876,2569,1218
199,AEG50,ALB,2018,375,328,657,348,4981,4928,1000,3733,4689,1720,760
200,HEG01,HAI,2018,128.9,374.5,751,469.5,4089.5,3909,1160.5,3109.5,3706,2070,1006
201,HEG02,HAI,2018,100.95,427,811,601,3876,3732,1344,3031,3466,2338,1187
202,HEG03,HAI,2018,86.8,402.5,781.5,540.5,3970.5,3763,1255.5,3096,3600.5,2170,1037
203,HEG04,HAI,2018,,440,740,648,3468,3303,1181,2560,3077,2234,1226
204,HEG05,HAI,2018,221.8,358,670,399.5,4481.5,4314.5,1039.5,3345.5,4167.5,1724.5,794.5
205,HEG06,HAI,2018,193.9,338,687,416.5,4217.5,4152,1124,3231,3906,1907.5,946.5
206,HEG07,HAI,2018,122.45,418,758,575,3853,3588,1252,3064,3532,2120,1095
207,HEG08,HAI,2018,200.3,322,672,353,4502,4393,1059,3408,4151,1709,747
208,HEG09,HAI,2018,61.05,443,807,616,3944,3725,1260,3025,3576,2220,1129
209,HEG10,HAI,2018,185.2,357,683.5,470,4049.5,3866.5,1080.5,2962.5,3619,1993.5,952
210,HEG11,HAI,2018,97.8,424,753,637,3526,3346,1232,2714,3163,2163,1122
211,HEG12,HAI,2018,190.05,428,778.5,585,3718.5,3573,1260.5,2873,3362.5,2507,1345.5
212,HEG13,HAI,2018,322.7,565,961.5,824,4409.5,4201.5,1356,3297.5,4002.5,2305.5,1292.5
213,HEG14,HAI,2018,176.45,317,632,381,4638,4412,996,3351,4268,1899,871
214,HEG15,HAI,2018,204,334,678,425,4759.5,4609.5,1013.5,3472,4346,2021.5,903.5
215,HEG16,HAI,2018,83.36,443,782,649,3169,3035,1183,2586,2937,2154,1228
216,HEG17,HAI,2018,36.35,411,765,536.5,3878.5,3706.5,1228,3067.5,3539.5,2101.5,1030.5
217,HEG18,HAI,2018,75.65,405,740.5,539.5,3671,3503.5,1165.5,2808.5,3297,2057,1033
218,HEG19,HAI,2018,13.1,353,689,445,4034,3776,1052,3068,3706,1909,903
219,HEG20,HAI,2018,87.7,428,770,516,4294,4139,1185,3307,3950,1997,972
220,HEG21,HAI,2018,150.6,380,767.5,508,4136,4051,1258,3222.5,3798.5,2184,1057.5
221,HEG22,HAI,2018,240.7,377.5,716,513.5,4596.5,4438,1191,3352.5,4177.5,2202,1077.5
222,HEG23,HAI,2018,115,384.5,731,506.5,3998,3799.5,1187.5,3069.5,3614,2037,971.5
223,HEG24,HAI,2018,162.35,324,666,355,4461,4337,1030,3398,4168,1869,869
224,HEG25,HAI,2018,131.3,345,657.5,466,3830.5,3639,1094.5,2893,3453,1983,952
225,HEG26,HAI,2018,235.2,436.5,781.5,548.5,3927.5,3736.5,1198,3005.5,3557.5,1973,987.5
226,HEG27,HAI,2018,193.5,366.5,714.5,481.5,3938.5,3724.5,1139.5,3021.5,3604.5,2035.5,974
227,HEG28,HAI,2018,63.85,423.5,745,579.5,3495,3335.5,1187,2753,3161.5,2203.5,1131
228,HEG29,HAI,2018,42.45,456.5,785,653,3359,3186.5,1241.5,2658,3031.5,2330.5,1233
229,HEG30,HAI,2018,157.75,377,666,442,4213,4008,1055,3173,3843,1894,896
230,HEG31,HAI,2018,117.8,387,697.5,482,4092.5,3917.5,1141.5,3106.5,3708,2036,969.5
231,HEG32,HAI,2018,274.45,361,697,486,4464,4225,1104,3238,4036,2108,1034
232,HEG33,HAI,2018,,324,620,435,3901,3707,997,2864,3501,2058,980
233,HEG34,HAI,2018,164.65,308,657,379,4219,4134,1050,3205,3934,1812,879
234,HEG35,HAI,2018,274.05,333,679.5,406.5,4958,4830,1078.5,3613,4582,1808.5,886.5
235,HEG36,HAI,2018,,416.5,782,599.5,3787.5,3640.5,1287,2940.5,3426.5,2365.5,1211
236,HEG37,HAI,2018,155.85,303,617,364,4448,4258,1008,3259,4087,1828,809
237,HEG38,HAI,2018,134.15,340.5,692.5,407,4781.5,4647,1147,3628,4427.5,1964.5,920.5
238,HEG39,HAI,2018,83,373,773,450,4454,4225,1223,3439,4105,2068,1002
239,HEG40,HAI,2018,214.9,337,693.5,376.5,4337.5,4170,1050,3329.5,3981,1956.5,883
240,HEG41,HAI,2018,125.6,544,905,763,3663,3466,1441,2893,3316,2543,1402
241,HEG42,HAI,2018,64.65,432.5,815,587.5,3943.5,3762,1311.5,3106,3569.5,2339,1171.5
242,HEG43,HAI,2018,104.65,443,804,592,3964,3770,1269,3085,3603,2277,1124
243,HEG44,HAI,2018,46.75,457.5,770,644.5,3651.5,3524,1228,2840,3310.5,2303,1162
244,HEG45,HAI,2018,64.55,386.5,751.5,481.5,4322.5,4134.5,1201,3382.5,3986.5,2105.5,958.5
245,HEG46,HAI,2018,76.3,483,822,750.5,3494,3292.5,1345.5,2704,3109,2572,1303.5
246,HEG47,HAI,2018,222.55,390,728,435.5,4721.5,4650.5,1072,3539.5,4405.5,1857.5,907.5
247,HEG48,HAI,2018,198,346,643,430,3887,3621,1047,2937,3546,1838,885
248,HEG49,HAI,2018,190.15,379.5,722,430,4691,4540,1091,3569,4395,1808,855
249,HEG50,HAI,2018,238.2,334.5,662.5,408,4092,3969.5,1099.5,3131.5,3742.5,1906.5,902.5
250,SEG01,SCH,2018,154.7,457.5,818.5,680.5,3902.5,3767,1355,2925.5,3438.5,2620,1392.5
251,SEG02,SCH,2018,351.2,264,582.5,305.5,4893,4737.5,985.5,3433.5,4425.5,1768,768
252,SEG03,SCH,2018,269.45,283,598.5,343,4122,3998.5,980,3132,3839,1887,873
253,SEG04,SCH,2018,367.45,412.5,727.5,548,4312.5,4110,1097.5,3113,3891.5,2156,1045
254,SEG05,SCH,2018,305.85,316.5,670.5,417.5,4656,4427.5,1230.5,3337,4098,1973.5,914
255,SEG06,SCH,2018,356.1,292,664,378,4576,4370,1119,3290,4022,2230,1031
256,SEG07,SCH,2018,347.45,322,729.5,363,5236.5,5158,1196.5,3905.5,4854.5,1875,853
257,SEG08,SCH,2018,424.4,316,697,397,4553,4339,1168,3390,4147,1880,870
258,SEG09,SCH,2018,538.55,332,724,430,4436,4101,1187,3296,3959,2240,1056
259,SEG10,SCH,2018,422.4,458,816,668,4495,4321,1337,3303,4048,2259,1157
260,SEG11,SCH,2018,668.9,305,627,358,4720.5,4671.5,1027,3422.5,4334.5,1798.5,823.5
261,SEG12,SCH,2018,410.65,387,730,514,4041,3883,1161,2981,3623,2086,1035
262,SEG13,SCH,2018,420.75,367,708,458,4844,4710,1188,3590,4437,1787,854
263,SEG14,SCH,2018,179.4,351.5,756.5,459.5,4366.5,4204.5,1225,3308.5,3951,2192,1046.5
264,SEG15,SCH,2018,483.75,299,652,396,4562,4420,1104.5,3318,4104,1828.5,828.5
265,SEG16,SCH,2018,492.55,366,674,443,4776,4615,1026,3498,4418,2035,961
266,SEG17,SCH,2018,485.55,378,732,502,4145,3998,1187,3088,3666,2431,1222
267,SEG18,SCH,2018,327.75,334.5,669.5,470.5,3944.5,3716.5,1143,2921,3505,1895.5,904
268,SEG19,SCH,2018,438.45,268,589,329,4339,4064,994,3166,3942,1619,737
269,SEG20,SCH,2018,325.2,298.5,647,365.5,4647.5,4477,1043.5,3416.5,4216.5,2094.5,947.5
270,SEG21,SCH,2018,598.3,376,701,528,3887,3724,1112,2850,3424,2440,1218
271,SEG22,SCH,2018,367.6,271,644,313.5,4396.5,4252,1043.5,3323.5,4054,1746.5,794
272,SEG23,SCH,2018,177.75,471,789,698,3763,3523,1306,2693,3240,2694,1444
273,SEG24,SCH,2018,157.25,365.5,685.5,615.5,3767,3520.5,1152,2710,3264.5,2285.5,1112.5
274,SEG25,SCH,2018,178.6,359,720,500.5,3911.5,3841,1190,2956.5,3455.5,2122.5,1026
275,SEG26,SCH,2018,80.85,485.5,889.5,724.5,4118,3938.5,1478,3083.5,3601.5,2704.5,1352
276,SEG27,SCH,2018,186.25,351.5,643.5,531.5,3836,3633,1144.5,2741.5,3318.5,2377.5,1214
277,SEG28,SCH,2018,180.1,464,855,653,3915,3751,1393,3007,3491,2512,1288
278,SEG29,SCH,2018,169.95,488.5,843,714,3813.5,3605,1291.5,2904.5,3436,2420.5,1237
279,SEG30,SCH,2018,402.5,404.5,758,637.5,3568,3366,1291,2748,3183,2267,1191.5
280,SEG31,SCH,2018,351.15,333,668,424,4118,3947,1098,3115,3770,1990,944
281,SEG32,SCH,2018,296.5,366,729.5,530.5,3797.5,3683,1226,2921,3431,2126,1070.5
282,SEG33,SCH,2018,431.3,373,718,456,4232,3942,1157,3256,3853,2215,1094
283,SEG34,SCH,2018,529.1,424,816,562,4265,4206,1341,3255,3847,2334,1198
284,SEG35,SCH,2018,355.95,433,785,616,4100,3880,1296,3104,3674,2435,1277
285,SEG36,SCH,2018,362.15,327,680,380.5,4450.5,4305,1101,3346.5,4034,2135.5,988
286,SEG37,SCH,2018,206.3,383,698,603,3605,3387,1163,2674,3165,2245,1136
287,SEG38,SCH,2018,240.55,593,874,972,3039,2842,1380,2327,2672,2900,1956
288,SEG39,SCH,2018,197.4,380,734,573,3716,3549,1222,2879,3364,2189,1153
289,SEG40,SCH,2018,488.65,314,594,383,4535,4345,970,3155,4103,2231,1109
290,SEG41,SCH,2018,430.5,285,604,313,5080,4844,961,3643,4704,1800,815
291,SEG42,SCH,2018,769.35,436,708,621,3273,3166,1124,2484,2948,2475,1444
292,SEG43,SCH,2018,502.7,438.5,778,639,3864,3683,1285,2867.5,3444,2496,1334.5
293,SEG44,SCH,2018,345.4,391,772.5,488,5143,4982,1236,3772.5,4764,2032,979.5
294,SEG45,SCH,2018,297.35,315,641,336.5,4803.5,4784,1016,3556.5,4473,1720.5,765.5
295,SEG46,SCH,2018,429.25,420.5,741.5,607,3722,3492,1187.5,2877.5,3360.5,2345,1281
296,SEG47,SCH,2018,825.3,397,784.5,528,4653.5,4498.5,1282,3449,4169,2257,1124
297,SEG48,SCH,2018,182.95,403,740.5,625,3421.5,3268.5,1243,2627,3026.5,2533.5,1401.5
298,SEG49,SCH,2018,344.95,337,702,402,4790.5,4625.5,1098,3514,4387.5,1842,868
299,SEG50,SCH,2018,373.05,315,639.5,375.5,4553,4389.5,1016.5,3286,4122,1906.5,865
300,AEG01,ALB,2019,151.5,357,709,475,4170,3980,1174,3216,3801,2134,1036
301,AEG02,ALB,2019,257.5,359,664,412.5,4643.5,4502.5,1058.5,3352,4263,2023,962
302,AEG03,ALB,2019,83.5,406,757.5,557,3840.5,3741.5,1262,3035.5,3510.5,2110,1068.5
303,AEG04,ALB,2019,210.5,354.5,721,416.5,5377,5185.5,1175.5,3935,4937,2073,932.5
304,AEG05,ALB,2019,134.5,325,649,370,4867,4657,1074,3612,4487,1992,893
305,AEG06,ALB,2019,217.5,303,567,332,4097,3947,893,2997,3775,1659,749
306,AEG07,ALB,2019,5,514.5,810.5,772.5,3272.5,3084,1399.5,2571.5,2908,2832.5,1619.5
307,AEG08,ALB,2019,60.5,483.5,809.5,683.5,3856.5,3662,1391,3027.5,3494,2491.5,1255.5
308,AEG09,ALB,2019,76,541,846,791,3483,3287,1387,2753,3137,2633,1407
309,AEG10,ALB,2019,62,465.5,796,681.5,3881,3685.5,1289,2951,3434,2551.5,1325.5
310,AEG11,ALB,2019,14.5,310,657,357,4461,4350,1065,3326,4066,1957,897
311,AEG12,ALB,2019,116.5,385,726,489,4100,3898,1146,3158,3714,2177,1054
312,AEG13,ALB,2019,234,324,641,389,4981,4858,1050,3597,4576,1988,913
313,AEG14,ALB,2019,209.5,354,709,451.5,4549.5,4339.5,1136.5,3449,4192,1940,915.5
314,AEG15,ALB,2019,191.5,333,666.5,399.5,4377,4176,1105,3357,4028.5,1935.5,925
315,AEG16,ALB,2019,161,374.5,757.5,471.5,4251.5,4017.5,1249.5,3309.5,3854,2038.5,955.5
316,AEG17,ALB,2019,51,453,838,615,4115,3903,1394,3275,3754,2325,1160
317,AEG18,ALB,2019,176.5,337,679,390,4964.5,4777.5,1101,3719,4591.5,1854,850.5
318,AEG19,ALB,2019,259.5,408,765,472,4571,4399,1235,3390,4141,2329,1099
319,AEG20,ALB,2019,181,336,814,441,4972,4790,1382,3884,4574,2235,1032
320,AEG21,ALB,2019,143,282.5,655.5,323.5,4930,4783,1077,3788,4594,1830,788.5
321,AEG22,ALB,2019,70.5,519,872,692,4158,3865,1470,3324,3817,2592,1308
322,AEG23,ALB,2019,145.5,309,678,393.5,4340,4226,1158,3357.5,3988.5,1962,915
323,AEG24,ALB,2019,215.5,354,743.5,431,4648.5,4554.5,1213,3595,4309,2008,932.5
324,AEG25,ALB,2019,4.5,520.5,802.5,747,3405.5,3163,1357,2641,3030,2632,1449
325,AEG26,ALB,2019,53,465,746,693,3202,2992,1288,2486,2851,2540,1363
326,AEG27,ALB,2019,37.5,508,804.5,711,3507.5,3355.5,1363,2805,3203,2493,1322.5
327,AEG28,ALB,2019,33.5,587,926.5,888,3492.5,3345.5,1528.5,2792.5,3140,2838.5,1552
328,AEG29,ALB,2019,34,382,744,548,3883,3710,1291,3065,3517,2356,1176
329,AEG30,ALB,2019,128,363,726,457,4118,3975,1216,3261,3787,1905,897
330,AEG31,ALB,2019,154,370,701,485,3972.5,3835.5,1204,3083.5,3638,2134,1042.5
331,AEG32,ALB,2019,54.5,597,965,961,3638,3504,1536,2893,3276,2708,1477
332,AEG33,ALB,2019,15.5,468,823.5,695,3707,3548,1395,2903,3339.5,2657.5,1362.5
333,AEG34,ALB,2019,36.5,428.5,808.5,563.5,4220.5,4049.5,1383.5,3366,3857.5,2430.5,1202.5
334,AEG35,ALB,2019,202.5,293,606,299,5076,4855,967,3635,4700,1731,766
335,AEG36,ALB,2019,170.5,302,619,330,4398,4226,1005,3327,4082,1650,734
336,AEG37,ALB,2019,284.5,313,655,348,5253,5162,1044,3847,4892,1912,839
337,AEG38,ALB,2019,93.5,345,622,467,3495,3421,1050,2676,3188,1968,1061
338,AEG39,ALB,2019,308,342,679,381,5158,5030,1094,3816,4800,2018,912
339,AEG40,ALB,2019,184.5,337.5,693.5,431,4068.5,3936,1140.5,3226.5,3755.5,1856.5,881
340,AEG41,ALB,2019,247.5,321.5,652,411.5,4536.5,4385.5,1058.5,3424.5,4206,1852,871
341,AEG42,ALB,2019,186,354,754,465,4553,4408,1235,3567,4244,1965,956
342,AEG43,ALB,2019,73.5,379.5,769,491,4183.5,4035,1266,3308,3843.5,2106.5,1038.5
343,AEG44,ALB,2019,78.5,339,701.5,434,4210.5,4023,1159,3251.5,3872.5,2005.5,952
344,AEG45,ALB,2019,196,355.5,757,446.5,4793.5,4806,1205,3753,4494.5,1889.5,885.5
345,AEG46,ALB,2019,149.5,334.5,762.5,448,4691,4518.5,1208.5,3592.5,4349,1966.5,895
